0, 0, 857, 1722, -1, -1, -1, -1
1, 0.040673, 682, 1372, -1, -1, -1, -1
2, 0.007387, 970, 5145, -1, -1, -1, -1
3, 0.606096, 17440, 92991, 6.19886e+08, 13830.5, 0, -1
7, 0.788993, 1382, 7645, 4530.86, 17.416, -1, -1
6, 0.012991, 4613, 24144, 4530.86, 10.9195, -1, -1
7, 0.121409, 2059, 10587, 4530.86, 12.0426, -1, -1
8, 0.060378, 2059, 10105, 581.623, 8.1806, -1, -1
9, 0.017893, 2059, 10105, 387.546, 7.23074, -1, -1
6, 0.007712, 3526, 17235, 387.546, 6.02231, -1, -1
7, 0.099984, 2153, 10737, 183.999, 6.53842, -1, -1
8, 0.046699, 2153, 10681, 183.999, 6.34097, -1, -1
9, 0.017263, 2153, 10681, 180.203, 6.14652, -1, -1
6, 0.00674, 3265, 15515, 180.203, 5.55959, -1, -1
7, 0.074897, 2220, 10999, 180.203, 6.06069, -1, -1
8, 0.037494, 2220, 10988, 180.203, 6.01484, -1, -1
9, 0.016079, 2220, 10988, 180.203, 5.92485, -1, -1
6, 0.019546, 7363, 37002, 135.661, 5.28473, -1, -1
7, 0.189448, 4130, 21326, 117.8, 5.04994, -1, -1
8, 0.141692, 4130, 21263, 117.8, 4.89865, -1, -1
9, 0.020819, 4130, 21263, 62.3272, 4.67171, -1, -1
6, 0.01097, 5625, 27935, 62.3272, 4.60878, -1, -1
7, 0.107093, 4091, 21092, 46.6564, 4.68457, -1, -1
8, 0.071997, 4091, 21073, 46.6564, 4.64742, -1, -1
9, 0.020338, 4091, 21073, 46.6564, 4.55505, -1, -1
6, 0.009567, 5192, 25737, 46.6564, 4.53266, -1, -1
7, 0.084158, 4120, 21211, 46.6564, 4.55953, -1, -1
8, 0.06474, 4120, 21197, 46.6564, 4.54583, -1, -1
9, 0.020322, 4120, 21197, 46.6564, 4.49772, -1, -1
6, 0.03894, 14150, 74170, 46.6564, 5.16622, -1, -1
7, 0.365144, 7902, 43071, 46.6564, 4.37511, -1, -1
8, 0.300015, 7902, 42908, 20.4447, 4.24779, -1, -1
9, 0.035348, 7902, 42908, 18.9709, 4.02981, -1, -1
6, 0.019834, 10258, 53877, 19.4536, 4.14176, -1, -1
7, 0.19474, 7850, 42665, 18.9709, 4.02939, -1, -1
8, 0.148973, 7850, 42605, 18.9709, 4.00066, -1, -1
9, 0.039424, 7850, 42605, 18.9709, 3.91604, -1, -1
6, 0.061433, 21968, 117355, 19.4536, 4.49608, -1, -1
7, 0.599021, 13156, 72795, 11.8986, 4.03518, -1, -1
8, 0.459917, 13156, 72598, 11.5357, 3.94957, -1, -1
9, 0.056983, 13156, 72598, 11.2995, 3.77723, -1, -1
6, 0.03282, 16903, 90498, 14.0669, 3.91211, -1, -1
7, 0.335804, 13099, 72477, 11.5984, 3.78485, -1, -1
8, 0.236177, 13099, 72412, 10.2191, 3.76888, -1, -1
9, 0.054912, 13099, 72412, 10.6495, 3.70014, -1, -1
6, 0.029226, 15767, 84714, 14.6385, 3.80721, -1, -1
7, 0.282248, 13019, 72031, 11.2337, 3.71193, -1, -1
8, 0.21724, 13019, 72008, 11.2337, 3.70254, -1, -1
9, 0.05415, 13019, 72008, 8.25208, 3.66636, -1, -1
7, 0.418127, 12813, 70905, 8.17326, 3.66578, -1, -1
4, 6.09028, 12813, 70905, 8.17326, 3.66578, -1, -1
5, 0.153712, 4170, 11385, 8.17326, 3.98394, -1, -1
-1, 6.89814, 4170, 11385, 8.17326, 3.98394, 0, 75
